song,text,label
Ik dacht dat het uit was,"de post bracht me een brief 

waarin jij aan me vroeg

laat me weer vrij zijn alst u blieft

het viel niet mee

het was een klap

terug wat ik vroeger deed

kon ik weer alleen op stap 

zwaaien en zwieren tot laat in de kroeg 

soms tot na 4en vrouwen genoeg



refrijn

want ik dacht dat het uit was 

het is echt voor bij

is er nu echt geen weg meer terug 

voor jouw en mij

want ik dacht dat het uit was

wat heb ik gedaan

je hoort nu niet meer mij me 

nu zie jij me niet meer staan



zoals je ging 

kwam jij weer terug

je zei ik moes er even uit

want het ging me veel ste vlug

maar dat jij nooit

nooit hebt gevoelt

dat ik jouw verlaten zou

dat had ik echt nie zo bedoelt

1 traan in je ogen

een hart vol van spijt

zelf stonden we buiten

ja jij wilde me kwijt



refijn



ik zeg je heel eerlijk

jij was me nummer 1 

maar sinds een paar weken 

ben ik niet meer alleen 

ik ontmoete een meisje

met een hartje van goud

die me alles wil geven

en veel van me houd 



refrijn",hazes
Bekijk 't maar,"Vergeet , alles wat ik het gezegd

Vergeet, wat ik met je deed

Jij dacht, ach die pikt mijn smoes wel weer

Je hebt je vergist, dit was voor mij de laatste keer



Ik ga, voor dat jij me overhaalt

Ik ga, ik heb nu mijn tol betaald

Bedenk je ging erg ver met mij

Nu ga ik weg, ben ik 't die zegt, het is voorbij



'n Traan, nou ik had er duizenden

Daarmee kom je nu te laat

Had jij mij 'n keertje duidelijk gemaakt

Dat je echt van me houdt

Ik had jou vertrouwd, nu is het te laat



Ik ga, voor dat jij me overhaalt

Ik ga, ik heb nu mijn tol betaald

Bedenk je ging erg ver met mij

Nu ga ik weg, ben ik 't die zegt, het is voorbij",hazes
Geef Mij Je Angst,"Je zegt ik ben vrij, maar je bedoelt ik ben zo eenzaam 

Je voelt je tegek zeg jij, maar ik zit niet te dromen 

Want die blikken in je ogen zeggen alles tegen mij 

Ik voel me precies als jij, dus jij kan eerlijk zijn 

Je voelt je heel goed zeg jij, je mond begint te trillen 

Ik weet dat ik jou kan helpen, maar je moet zelf willen 

Elkaar nu een dienst bewijzen, dat is alles wat ik vraag 

Zet weg nu die angst, ik wist het al het is mijn dag vandaag 

 

Geef mij nu je angst, ik geef je er hoop voor terug 

Geef mij nu de nacht, ik geef je de morgen terug 

Zolang ik je niet verlies vind ik heus wel de weg met jou 

 

Kijk mij nu eens aan, nee zeg maar niets je mag best zwijgen 

Het valt nu nog zwaar, maar ik weet dat ik jou kan krijgen 

Dit hoeft nooit meer te gebeuren, als je bij me blijft vannacht 

Want dan zal je zien, als jij straks wakker wordt dat jij weer lacht 

 

Geef mij het gevoel, dat ik er weer bij hoor voortaan 

Ik ga met je mee, want ik laat je nu nooit meer gaan 

Geef mij nu je angst, ik geef je er hoop voor terug 

Geef mij nu de nacht, ik geef je de morgen terug 

Zolang ik je niet verlies vind ik heus wel de weg met jou 

 

Geef mij het gevoel, dat ik er weer bij hoor voortaan 

Ik ga met je mee, want ik laat je nu nooit meer gaan 

Geef mij nu je angst, ik geef je er hoop voor terug 

Geef mij nu de nacht, ik geef je de morgen terug 

Zolang ik je niet verlies vind ik heus wel de weg met jou 

Met jou met jou met jou",hazes
Morgen,"Jij wilde zo leven 

Vanaf het begin 

Je wilde nooit praten 

Dat had echt geen zin 

Ik kon je niet helpen 

Ik moest je laten gaan 

 

Ik had moeten weten 

Toen jij bij mij kwam 

Dat jij veel te jong was 

Jij kan dat niet aan 

Ik kon niet meer denken 

Ik moet je laten gaan 

 

refr.: 

   Maar morgen is er weer een nieuwe dag 

   Als ik je zie weet dan dat ik niet lach 

   Al schijnt dan nu de zon, ik zie het niet 

   Maar jij gaat vrolijk uit, ja jij geniet 

   Waarom ben ik met jou zo ver gegaan 

   Ik weet, ik heb mezelf dit aangedaan 

   Het leven gaat door  

   Want morgen is er weer een nieuwe dag 

 

Dat dit zou gebeuren, had ik nooit gedacht 

Jij bent nog zo jong, had ik maar gewacht 

Dan kon je begrijpen wat ik nu bedoel 

Wat bereik ik met praten, het is toch al te laat 

Ik kan je niet haten en ben ook niet kwaad 

Ja ik moet begrijpen dat alles verder gaat 

 

refr.Jij wilde zo leven 

Vanaf het begin 

Je wilde nooit praten 

Dat had echt geen zin 

Ik kon je niet helpen 

Ik moest je laten gaan 

 

Ik had moeten weten 

Toen jij bij mij kwam 

Dat jij veel te jong was 

Jij kan dat niet aan 

Ik kon niet meer denken 

Ik moet je laten gaan 

 

refr.: 

   Maar morgen is er weer een nieuwe dag 

   Als ik je zie weet dan dat ik niet lach 

   Al schijnt dan nu de zon, ik zie het niet 

   Maar jij gaat vrolijk uit, ja jij geniet 

   Waarom ben ik met jou zo ver gegaan 

   Ik weet, ik heb mezelf dit aangedaan 

   Het leven gaat door  

   Want morgen is er weer een nieuwe dag 

 

Dat dit zou gebeuren, had ik nooit gedacht 

Jij bent nog zo jong, had ik maar gewacht 

Dan kon je begrijpen wat ik nu bedoel 

Wat bereik ik met praten, het is toch al te laat 

Ik kan je niet haten en ben ook niet kwaad 

Ja ik moet begrijpen dat alles verder gaat 

 

refr.",hazes
Praat Met Mij,"Je ligt hier naast mij en je staart maar voor je uit 

Je kijkt me niet, alleen de wekker maakt geluid 

Het maakt me angstig als je niets tegen me zegt 

Waarom zeg je nu niet wat er mis ging, alsjeblieft 

We waren zo gelukkig saam, is het over, is het gedaan 

 

Praat met mij, praat met mij 

Dan kan ik je helpen 

Alleen als je tegen me praat 

Praat met mij, praat met mij 

Je hoeft niets te verzwijgen 

Ook al heb je een foutje begaan 

 

Ik zal je vergeven want ik kan niet zonder jou 

Je kan toch wat zeggen, je blijft voor mij de liefste vrouw 

Het maakt me angstig als je niets tegen me zegt 

Waarom zeg je nu niet wat er mis ging, alsjeblieft 

We waren zo gelukkig saam, is het over, is het gedaan 

 

Praat met mij, praat met mij 

Dan kan ik je toch helpen 

Dat kan alleen als je tegen me praat 

Praat met mij, praat met mij 

Je hoeft niets te verzwijgen 

Zelfs niet als heb je een fout hebt begaan 

 

Hee kom nou, zeg nou wat 

We hadden het zo fijn samen 

Ik hou toch van je 

Toe nou 

 

Het maakt me angstig als je niets tegen me zegt 

Waarom zeg je nu niet wat er mis ging, alsjeblieft 

We waren zo gelukkig saam, is het over, is het gedaan 

 

Praat met mij, praat met mij 

Dan kan ik je toch helpen 

Dat kan alleen als je tegen me praat 

Praat met mij, praat met mij 

Je hoeft niets te verzwijgen 

Zelfs niet als heb je een fout hebt begaan",hazes
Een Ander,"Je schreef me dat je komt, om te vertellen wat je wil 

Omdat een ander m'n plaats heeft ingenomen 

Ik zat voor jou te lang, daarom bleef jij mij niet trouw 

Maar je vergeet hoe ik hier ben gekomen 

 

Maar als je voor me zit, toe stel je dan niet aan 

En ga niet huilen, want dat kun jij niet menen 

Wil jij nog een ding doen? Als jij straks bij me komt 

Vergeet dan niet m'n kinderen mee te nemen 

 

Wat ik heb hun al zo lang niet gezien 

Maar weet dat zij hun vader nooit ontzien 

En denk maar niet dat zij pappie zullen zeggen 

Tegen je vriend die het daarin af moet leggen 

 

Wat ik voorheen met m'n kind'ren heb gedaan 

Daarin kan hij niet in m'n schaduw staan 

Ik ben niet boos dat je een ander hebt genomen 

Maar laat m'n kinderen toch altijd bij me komen 

 

Maar als je voor me zit, toe stel je dan niet aan 

En ga niet huilen, want dat kun jij niet menen 

Wil jij nog een ding doen? Als jij straks bij me komt 

Neem dan toch alsjeblieft m'n kinderen mee 

 

Wil jij nog een ding doen? Als jij straks bij me komt 

Neem dan toch alsjeblieft m'n kinderen mee",hazes
2 Weken,"Ik bracht je naar de trein en keek je na 

Vakantie wilde jij, dus ik zei: ""Ga"" 

Ik dacht: Twee weken, die zijn zo voorbij 

Ik had het rijk voor mij alleen 

Wist ik veel dat ik jou zo snel al missen zou 

Ik druk je kussen hard tegen me aan 

M'n voeten blijven koud, ik praat al in mezelf 

Over jou 

 

Op m'n werk kom ik ook steeds te laat 

Ik mis je koffie 's morgensvroeg 

Eten doe ik daag'lijks uit de muur 

Elke avond naar de kroeg 

Ik deed heel stoer en zei nog: Ach, ik red me wel 

Ga jij nu weg en denk maar niet aan mij 

Was jij maar weer hier, 't is zo stil in huis 

Kom weer bij mij 

 

Toen jij me belde zei ik opgewekt 

"" 'k Heb 't zo druk, ik dacht nog niet aan jou"" 

't Liefste had ik toen gaan janken, schat 

Ik ben die eenzaamheid zo zat 

Opeens sta jij weer voor me, pakt m'n handen vast 

En zegt me dat je mij zo hebt gemist 

Ik loog dat ik mij hier heerlijk heb vermaakt 

Zo, zonder jou 

O, wat hou ik van jou 

O, wat hou ik van jou",hazes
Niemand zoals jij,"Niemand zal mij geloven

als ik zeg dat jij alles bent voor mij

ja ik weet wel ik heb gelogen

maar geloof me het is allemaal voorbij

luister naar wat ik ga zeggen 

dit zal ik nooit meer doen geloof in mij



refrein



want er is niemand zoals jij

alles is anders zonder jou

ik heb zo'n spijt dat ik je pijn deed echt waar

want er is niemand zoals jij 

ik vraag je kom terug heel gauw

nee je hoeft toch niet meer bang te zijn voor haar



er zijn dagen dat ik wel kan janken

en dan denk ik wat is er fout gegaan

ik was niet eerlijk hoe kon het gebeuren

zij was sterker en toen liet ik me gaan

dat je kwaad was dat was logisch 

ik snap nu wat ik jou heb aangedaan



want er is niemand zoals jij

alles is anders zonder jou

ik heb zo'n spijt dat ik je pijn deed echt waar

want er is niemand zoals jij 

ik vraag je kom terug heel gauw

nee je hoeft toch niet meer bang te zijn voor haar



want er is niemand zoals jij

alles is anders zonder jou

ik heb zo'n spijt dat ik je pijn deed echt waar

want er is niemand zoals jij 

ik vraag je kom terug heel gauw

nee je hoeft toch niet meer bang te zijn voor haar",hazes
Laat Mij Alleen,"Het is te laat,

jij bent zo lang weggeweest,

't is echt te laat, ik wil je niet meer zien,

jij dacht nooit na,

je was zo zeker van jezelf,

het is voor jou, voor jou te laat.



Dacht jij aan mij,

toen ik belde en je vroeg,

kom weer terug, ik hou nog steeds van jou,

nu heb jij het zwaar,

de rollen zijn nu omgedraaid,

het is voor jou, voor jou te laat.



Laat mij alleen,

en kom niet met verhalen over spijt,

jij staat bij mij voor jaren in het krijt,

je bent me nu voor altijd, altijd kwijt,

laat mij alleen,

ik wil niet meer zo leven als voorheen,

ik voel me nu bevrijd ik blijf alleen,

laat mij alleen,

ik blijf alleen.



Toe nou,

laat mij nou maar gaan,

het is beter, het is beter voor ons twee,

ga nou niet huilen,

laat mij nou maar gaan,

nee, ik blijf alleen.



Laat mij alleen,

en kom niet met verhalen over spijt,

jij staat bij mij voor jaren in het krijt,

je bent me nu voor altijd, altijd kwijt,

laat mij alleen,

ik wil niet meer leven als voorheen,

ik voel me nu bevrijd ik blijf alleen,

laat mij alleen,

ik blijf alleen.",hazes
De Hoogste Tijd,"De kastelijn schenkt nog wat in en kijkt dan op z'n klok.

Het is de hoogste tijd.

Iedereen drinkt snel z'n glas leeg, 

de laatste wordt getapt.

Een jukebox die plots zweeg.

T'is de hoogste tijd wordt er geroepen uit de hoek.

De ponnen liggen klaar.

Ach mag ik vanavond poffen vraagt een mannenstem.

Betaal jij morgen maar.



Het is tijd, 

de hoogste tijd.

U wordt bedankt voor weer een avond gezelligheid.

Dag mevrouw en dag meneer u komt hier toch weer??!!



Er wordt aan de bel getrokken de laatste is van mij.

Dan gaan we snel naar huis.

Nou voor uit de allerlaatste, 

wie denkt er aan mij.

Ik heb toch ook een thuis.

Aan de tafel in de hoek, daar zit een man alleen.



En staart voor zich uit.

Straks wordt hij weer snel vergeten, 

hij denkt waar kan ik heen.

Ik heb geen rooie duit.



Het is tijd, de hoogste tijd.

U wordt bedankt voor weer een avond gezelligheid.

Dag mevrouw en dag meneer, u komt hier toch weer??!!                          



De kelner roept kom op nou mensen t'is de hoogste tijd

Want ik heb een gezin.

Want zij weet hoe laat we sluiten, kom ik thuis te laat.



Mag ik er niet meer in.

Nog een mop en even lachen dan is het voorbij

De zaak die is nu leeg.

Lege flessen en wat pinda's liggen op de grond.

De jukebox die plots zweeg.



Het is tijd, de hoogste tijd.

U wordt bedankt voor weer een avond gezelligheid.

Dag mevrouw en dag meneer u komt hier toch weer??



Het is tijd, de hoogste tijd.

U wordt bedankt voor weer een avond gezelligheid.

Dag mevrouw hahahahaha en dag meneer. U komt hier toch weer??



MET Z'N ALLEN KOM OP!!



jalalala lalalala

jalalala lalalala lalalala

jalala lalalala lalala lalalalala lalalalala



Nog 1 keer kom op jongens!!!!!!!!!!!!!!!!!



jalalala lalalala

jalalala lalalala lalalala

jalala lalalala lalala lalalalala lalalalala",hazes
De wereld leek zo mooi,"Vind jij het erg?

Blijven we bij je?

Ik was al zolang niet bij jou.

Wil je nog even met me praten?

Na wat we deden heb ik dat wel verdiend.

je hoeft me echt niets uit te leggen 

maar ik was toch altyd je vriend

achja ik weet er is een ander

nee dat is voor mij geen zorg meer

alleen dat jij me niet verdiend 



(REFREIN)



de wereld leek zo mooi

dewereld tusse jou en mij

een wereld vol beloften 

een wereld alleen voor jou.

voor mij was er geen plaats meer in die wereld waarin je leeft

maar ik ben de gene die het allemaal die het allemaal overleeft.





een traan in je ogen maar ik blijg laChen voor altyd. 

heb jij mijn fotos al verscheurd

ach ik kan jou aleen nog haten

je moet begrijpen wat ik wil dat dat ook gebeurt





(REFREIN 2x)



de wereld leek zo mooi

dewereld tusse jou en mij

een wereld vol beloften 

een wereld alleen voor jou.

voor mij was er geen plaats meer in die wereld waarin je leeft

maar ik ben de gene die het allemaal die het allemaal overleeft.



de wereld leek zo mooi

dewereld tusse jou en mij

een wereld vol beloften 

een wereld alleen voor jou.

voor mij was er geen plaats meer in die wereld waarin je leeft

maar ik ben de gene die het allemaal die het allemaal overleeft.",hazes
Donker Om Je Heen,"Je nummer stond niet in het telefoonboek 

Het adres, wat jij me gaf, dat was niet echt 

Als ik je vraag: Waarom, waarom lieg je tegen mij 

Dat deed ik ook niet tegen jou 

Mijn deur stond altijd voor je open 

Beschermde jou tegen de kou 

Je mocht m'n bed, m'n dekens, ik sliep wel in m'n stoel 

Toch bleef jij tegen mij zo koel 

 

refr.: 

    Waarom is het zo donker om je heen 

    Waarom wordt geluk niet meer beloond 

    Te kort heb jij bij mij gewoond 

    Nu ben je weg, liet mij alleen 

 

Ik vroeg je zoveel keer, met mij te praten 

Maar dan zweeg je of verdween 

Ik moest jou dan, dan laten gaan 

Zonder dat ik wist waarheen 

 

refr.(2x)",hazes
De Waarheid,"Wat moet ik jou nu nog zeggen 

Als jij alles toch al weet 

En jij me niet gelooft 

Maar jij me hebt belooft 

Dat je zal praten met mij 

Ik kan me niet meer verweren 

Daarvoor is het nu te laat 

Maar jij moet weten dat 

Ik nooit een ander had 

En die ik lief heb 

Hier voor me staat 

 

refr.: 

   Ik kan jou echt niet bedriegen 

   Of tegen je liegen 

   Dat moet jij toch weten 

   Waarom kom jij niet eens praten 

   Voor jij mij gaat haten 

   Al is het maar even 

   Ik wil zo graag dat jij de waarheid weet 

   En al die onzin snel vergeet 

   Ik kan jou echt niet bedriegen 

   Of tegen je liegen 

   Dat moet jij toch weten 

 

Wij waren toch altijd samen 

Ik was toch nooit alleen 

daarom begrijp ik niet 

Dat jij een ander ziet 

En jij me niet meer vertrouwd

Ik kan me niet meer verweren 

Daarvoor is het nu te laat 

Maar jij moet weten dat 

Ik nooit een ander had 

En die ik lief heb 

Hier voor me staat 



refrein

 

Waarom kom jij niet eens praten 

Voor jij mij gaat haten 

Al is het maar even 

Ik kan jou echt niet bedriegen 

Of tegen je liegen 

Dat moet jij toch weten 

Waarom kom jij niet eerst praten 

Voor jij mij gaat haten 

Al is het maar even 

Ooooooohhhh",hazes
Een glaasje bier,"ik was laatst op een feestje

het was er stil en niet zo leuk

maar plots riep ome keesie

zeg mn lippe krijgen jeuk

als ik niet snel een pilsje krijg 

dan ga ik naar de kroeg

want daar is volgens mij

volgens mij nog bier genoeg



[refrein]

o een bier een bier een glaasje bier

dat gaat er altijd in

een bier een bier een glaasje bier

ik heb toch zo een zin 

kom geef me nog een pilsje

m'n glas is al weer leeg

z'on mooie met een schuimkraag die ik daar net nog kreeg

z'on mooie met een schuimkraag die ik daar net nog kreeg



nu had ik mag ik zeggen 

nooit vervelend van de drank 

en als het feest voorbij is

zeg k graag een woord van dank 

maar dan van al dat praten

barst ik toch weer van de dorst

en allen zingen wij 

zingen wij uit vollen borst



[refrein]

o een bier een bier een glaasje bier

dat gaat er altijd in

een bier een bier een glaasje bier

ik heb toch zo een zin zin 

kom geef me nog een pilsje

m'n glas is al weer leeg

z'on mooie met een schuimkraag die ik daar net nog kreeg

z'on mooie met een schuimkraag die ik daar net nog kreeg



ik zou wel willen wensen

dat er bier komt uit m'n kraan

en dan voor al m'n mensen 

laat ik hem open staan

geen schuim  dat van een  zebra

maar schuim van zuiver bier

ik zou dan uren douche 

uren douche van plezier



[refrein]

o een bier een bier een glaasje bier

dat gaat er altijd in

een bier een bier een glaasje bier

ik heb toch zo een zin 

kom geef me nog een pilsje

m'n glas is al weer leeg

z'on mooie met een schuimkraag die ik daar net nog kreeg

z'on mooie met een schuimkraag die ik daar net nog kreeg

z'on mooie met een schuimkraag die ik daar net nog kreeg

z'on mooie met een schuimkraag die ik daar net nog kreeg



made by: j",hazes
Zij Gelooft In Mij,"Een trap, een deur en achter die deur daar moet ik wezen. 

Ik wist, jij was thuis, maar ik begon het ergste te vrezen. 

Want jij was niet alleen, zijn beeld ging door mij heen.

Ja, nu weet ik waarom jij zo snel verdween.



Zo heb ik het nooit bedoeld. 

Nee, zo heb ik het nooit gevoeld. 

Nee, zo had ik het niet verwacht. 

Een ander in je huis, die deelt met jou de hele nacht. 



Zo heb ik het nooit bedoeld 

Nee, zo heb ik het nooit gevoeld 

Nee, zo had ik het niet verwacht 

Ik smeek je, stuur hem weg, ik wil bij jou zijn, heel de nacht



Ik luister aan je deur en weet dat hij mijn whisky zit te drinken. 

En jij, jij drinkt wijn, dat vond je zo gezellig bij het klinken. 

Maar dat zei je tegen mij, oh is dat nu voorbij 

Vannacht ligt er een ander aan je zij.



Zo heb ik het nooit bedoeld 

Nee, zo heb ik het nooit gevoeld 

Nee, zo had ik het niet verwacht 

Een ander in je huis, die deelt met jou de hele nacht 



Zo heb ik het nooit bedoeld 

Nee, zo heb ik het nooit gevoeld 

Nee, zo had ik het niet verwacht 

Ik smeek je, stuur hem weg, ik wil bij jou zijn, heel de nacht.",hazes
Hoogste Tijd,"De klok die slaat, dit wordt de laatste ronde 

Ja ik moet sluiten, het is tijd om weg te gaan 

Nou kom vooruit, maar dit is echt de laatste 

Nee Ome Jaap, het biljart gaat dicht 

Het is echt gedaan 

 

Drink je glas leeg, ga naar buiten 

Want de kelner wil naar huis 

Ja het is tijd, ik kan het niet helpen 

Maar er zit nog iemand thuis 

Ja het is tijd voor iedereen 

Dat ik je weg wil sturen 

Maar het is tijd, de hoogste tijd 

Ja het is tijd, de hoogste tijd 

 

Ja ik begrijp, het is hier heel gezellig 

Maar morgen ben ik open 

Dan ben ik weer hier 

Daar heb je Cor, die wil natuurlijk poffen 

Maar zijn dochter Anneke 

Heeft gelukkig al betaald 

 

Drink je glas leeg, ga naar buiten 

Want de kelner wil naar huis 

Ja het is tijd, ik kan het niet helpen 

Maar er zit nog iemand thuis 

Ja het is tijd voor iedereen 

Niet dat ik je weg wil sturen 

Maar het is tijd, de hoogste tijd 

Ja het is tijd, de hoogste tijd 

 

Drink je glas leeg, ga naar buiten 

Want de kelner wil naar huis 

Ja het is tijd, ik kan het niet helpen 

Maar er zit nog iemand thuis 

Ja het is tijd voor iedereen 

Niet dat ik je weg wil sturen 

Maar het is tijd, de hoogste tijd 

Ja het is tijd, de hoogste tijd 

 

Hoogste tijd 

Nee Cor niet doen nou 

Hoogste tijd 

Nee jaap het biljart is dicht 

We gaan niet biljarten vanavond meer Jaap 

Over, sluiten Jaap 

Hoogste tijd 

Weet je wat, ik ga naar huis. Je bekijkt het maar",hazes
Ik Heb Stiekem Je Dagboek Gelezen,"Jij ging van me heen 

Ja, je liet me zo alleen 

En waarom, dat wou je niet zeggen 

Jij dacht dat ik loog 

Dat ik jou steeds bedroog 

Ik heb je niets uit kunnen leggen 

Waarom, dacht ik toen 

Krijg ik nooit meer een zoen 

Je hoefde mij echt niet te vrezen 

Geen vertrouwen in mij 

Waarom wist ik toen niet 

Ik heb nu stiekem je dagboek gelezen 

 

refr.: 

    Kom terug alsjeblieft 

    Schat ik heb je zo lief 

    Wil mijn leven opnieuw met je delen 

    Zal het glas laten staan 

    Raak de fles niet meer aan 

    Wil jou zo graag net als vroeger weer strelen 

    Ik heb vannacht weer gehuild 

    Dat ik jou heb geruild 

    Voor die vrienden waarmee ik ging feesten 

    Kom toch alsjeblief vlug, bij mij weer terug 

    Want ik heb stiekem je dagboek gelezen 

 

Ik loop nu vaak laat 

En bezopen op straat 

Ik heb geen vrienden waarvan ik kan houden 

Daarvan heb ik nu spijt 

Ben met jou alles kwijt 

Moet voortaan op mezelf vertrouwen 

Ik luisterde niet 

Naar jouw grote verdriet 

Dat heb ik toen echt niet geweten 

Je had zorgen om mij 

Nee, je was niet meer blij 

Ik heb stiekem je dagboek gelezen 

 

refr.",hazes
Uit de goot,"Waarom ben jij niet hier,

je weet, ik mis je zo,

Wat gaat er om in jou,

je bent een and're vrouw,



Je bent zo vaag en stil,

je zegt geen woord,

Toe zeg me wat het is,

misschien kan ik nog redden, wat je mist,



Het is geen schim meer,

van ons leven, hoe het was,

Je ging het huis uit,

zonder koffer, zonder tas,



Je bent zo vaag en stil,

je zegt geen woord,

Ik kan niet zonder jou,

wil jij niet een keer praten, alsjeblieft,



De wereld draait voor jou,

je hoort er nog steeds bij,



Je bent zo vaag en stil,

je zegt geen woord,

Toe zeg me wat het is,

Geniet, 't is zo weer voorbij

Voorbij



Je bent zo vaag en stil,

je zegt geen woord,

Toe zeg me wat het is,

kom praat nog een keer met mij,

Met mij.",hazes
Mama,"Mama, mag ik even met je praten.

Als vroeger zo fijn en zo intiem.

Al heb ik het ouwe huis verlaten.

Ik mis je en ik moest je even zien.



Zeg mama, hoe vind je deze bloemen.

Die kocht ik voor een hele lieve vrouw.

Ik ken haar al lang, ik zal haar naam maar noemen.

Mama, die bloemen zijn voor jou.



Nee, mama, jou vergeten doe ik niet.

Jij die altijd voor me klaarstond.

Ook al had je zelf verdriet.

Ja, tussen ons twee is toch zoveel.

Toch zoveel wat ons bindt.

Ook al ben ik nu een man.

Maar ik blijf altijd je kind.



Mama, nu ga je toch niet huilen.

Of toon je net als ik je blijdschap met een traan.

Ik blijf toch zo graag.

nog even bij je schuilen.

Dan kan ik de storm van het leven weerstaan.



Nee, mama, jou vergeten doe ik niet.

Jij die altijd voor me klaarstond.

Ook al had je zelf verdriet.

Ja, tussen ons twee is toch zoveel.

Toch zoveel wat ons bindt.

Ook al ben ik nu een man.

Maar ik blijf altijd je kind.



Mama, nu ga je toch niet huilen.

Of toon je net als ik je blijdschap met een traan.

Ik blijf toch zo graag.

nog even bij je schuilen.

Dan kan ik de storm van het leven weerstaan.",hazes
Vertel Me De Waarheid,"Heb ik je heel goed verstaan

Wat heb ik jou toch misdaan

Laat jij me zomaar alleen

Was ik voor jou zo gemeen



Nee jij kan de laatste weken

Mij niet velen aan je zij

Als ik vraag heb jij een ander

Loop jij me voorbij



Ach je kan het beter zeggen

Dat lucht je wat op

Kom vertel me nu de waarheid

En krop het niet op

Kom vertel me nu de waarheid

Ja echt dat lucht op



Is er een ander in `t spel

Ik maak geen ruzie geen rel

Dan zal ik jouw laten gaan

Ik zal je vergeten voortaan



Heb ik je heel goed verstaan

Laat jij me zomaar alleen

Wat heb ik jou toch misdaan

Was ik voor jouw zo gemeen

Was ik voor jouw zo gemeen",hazes
Als Je Alles Weet,"De wereld is zo anders 

Nu jij hier bent verdwenen 

De straat is nu zo somber 

Wie had dit kunnen denken 

Als ik dit had geweten 

Had ik wel ingegrepen 

Om niet van jou te houden 

Maar dat is nu te laat 

 

refr.: 

   Als je alles weet 

   En je denkt niet na 

   Kan opeens de zon verdwijnen 

   Als zij jou verlaat 

   Dan wordt alles kil 

   En je voelt je leeg 

   Ja dan wordt het koud 

   Want jij moet nu alleen weer leven 

   Als je alles weet 

   En je denkt niet na 

   Kan opeens de zon verdwijnen 

   Als zij jou verlaat 

   En een andere wereld gaat dan open 

   Een wereld die je niet meer kan ontlopen 

   Dan is het te laat 

 

Ik heb hier nog een foto 

Ik kende je net twee dagen 

Je vroeg mag ik hier blijven 

Dat hoefde jij mij niet te vragen 

Het kwam niet bij mij op 

Dat jij hier zou verdwijnen 

En vanaf dat moment 

De zon niet meer zou schijnen 

 

refr. 

 

Als je alles weet 

En je denkt niet na 

Kan opeens de zon verdwijnen 

Als zij jou verlaat 

En een andere wereld gaat dan open 

Een wereld die je niet meer kan ontlopen 

Dan is het te laat 

 

Kan opeens de zon verdwijnen 

Als zij jou verlaat 

En een andere wereld gaat dan open 

Een wereld die je niet meer kan ontlopen 

Dan is het te laat 

Als je alles weet",hazes
't Laatste Rondje,"De kastelijn schenkt nog wat in,

en kijkt dan op zijn klok.

Het is de hoogste tijd.

Iedereen drinkt snel z'n glas leeg,

de laatste wordt getapt.

Een jukebox die plots zweeg.



't Is de hoogste tijd,

wordt er geroepen uit een hoek.

De bonnen liggen klaar.

Ach mag ik vanavond poffen,

vraag een manne-stem.

Betaal jij morgen maar.



Het is tijd, de hoogste tijd.

U wordt bedankt voor weer een avond gezelligheid.

Dag mevrouw en dag meneer,

u komt hier toch weer.



Er wordt aan de bel getrokken,

de laatste is van mij.

Dan gaan we snel naar huis.

Nou vooruit, de allerlaatste,

wie denkt er aan mij,

Ik heb toch ook een thuis,



Aan de tafel in de hoek,

daar zit een man alleen.

En staart voor zich uit.

Straks wordt hij weer snel vergeten,

hij denkt waar kan ik heen.

Ik heb geen rooie duit.



Het is tijd, de hoogste tijd.

U wordt bedankt voor weer een avond gezelligheid.

Dag mevrouw, en dag meneer,

u komt hier toch weer.

De kelner roept: Kom op nou mensen,

't is de hoogste tijd.

Ook ik heb een gezin.

Want zij weet hoe laat we sluiten,

kom ik thuis te laat.

Mag ik er niet meer in.



Nog een mop en even lachen,

dan is het voorbij,

De zaak die is nu leeg.

Lege flessen en wat pinda's,

liggen op de grond.

De jukebox die plots zweeg.



Het is tijd, de hoogste tijd.

U wordt bedankt voor weer een avond gezelligheid.

Dag mevrouw en dag meneer,

u komt hier toch weer.



Het is tijd, de hoogste tijd.

U wordt bedankt voor weer een avond gezelligheid.

Dag mevrouw en dag meneer,

u komt hier toch weer.



""Met z'n alle jongens, kom op""

lalala etc.



""Nog een keer uit volle borst jongens""

lalala etc.",hazes
Als ik de deur achter me sluit,"Hoever dacht jij te kunnen gaan 

Waarom wil jij niet met me praten 

Jij leeft maar raak, je ziet me niet meer staan

Toe zeg me wat heb ik gedaan



Jij was zo lief in het begin

Zei mooie woorden over liefde een gezin

Dat is voorbij,  je ging je eigen gang

Wij leefde met elkaar te lang



Ref: 2x

Als ik de deur achter me sluit 

Ben je alleen dan is het uit

Laat mij maar gaan, dan is,t voorbij 

Dit is je kans

Jij bent weer vrij



Mijn fout was dat ik je liet gaan

Te lang heb ik jou op een voetstuk laten staan

Ga jij maar door en leef zoals je wilt 

Ik hebmijn tijd aan jou verspilt



Ref: 3x

Als ik de deur achter me sluit 

Ben je alleen dan is het uit

Laat mij maar gaan, dan is,t voorbij 

Dit is je kans

Jij bent weer vrij",hazes
